departamentos,key_fecha,programatica1_ano,id_detail,pct_cobertura
QUINDIO,1,5981,624,0.97
QUINDIO,1,5981,625,0.96
QUINDIO,1,5981,626,0.97
QUINDIO,1,5981,627,0.97
QUINDIO,1,5981,628,0.96
QUINDIO,1,5981,629,0.96
QUINDIO,1,5981,630,0.96
QUINDIO,1,5981,631,0.84
QUINDIO,1,5981,632,0.63
QUINDIO,1,5981,633,0.98
QUINDIO,1,5981,634,0.97
QUINDIO,1,5981,635,0.99
QUINDIO,1,5981,636,0.99
QUINDIO,1,5981,637,0.89
QUINDIO,1,5981,638,1.0
QUINDIO,1,5981,639,0.98
QUINDIO,1,5981,640,0.98
QUINDIO,1,5981,641,1.0
QUINDIO,1,5981,642,1.0
QUINDIO,1,5981,643,0.98
QUINDIO,1,5981,644,0.85
RISARALDA,1,11369,645,1.0
RISARALDA,1,11369,646,0.99
RISARALDA,1,11369,647,0.94
RISARALDA,1,11369,648,0.94
RISARALDA,1,11369,649,0.95
RISARALDA,1,11369,650,0.94
RISARALDA,1,11369,651,0.94
RISARALDA,1,11369,652,0.94
RISARALDA,1,11369,653,0.93
RISARALDA,1,11369,654,0.73
RISARALDA,1,11369,655,0.59
RISARALDA,1,11369,656,0.94
RISARALDA,1,11369,657,0.92
RISARALDA,1,11369,658,0.96
RISARALDA,1,11369,659,0.95
RISARALDA,1,11369,660,0.7
RISARALDA,1,11369,661,0.94
RISARALDA,1,11369,662,0.94
RISARALDA,1,11369,663,0.93
RISARALDA,1,11369,664,0.99
RISARALDA,1,11369,665,0.99
RISARALDA,1,11369,666,0.97
RISARALDA,1,11369,667,0.83
SAN ANDRES ISLA,1,909,668,0.92
SAN ANDRES ISLA,1,909,669,0.91
SAN ANDRES ISLA,1,909,670,0.95
SAN ANDRES ISLA,1,909,671,0.88
SAN ANDRES ISLA,1,909,672,0.95
SAN ANDRES ISLA,1,909,673,0.94
SAN ANDRES ISLA,1,909,674,0.88
SAN ANDRES ISLA,1,909,675,0.94
SAN ANDRES ISLA,1,909,676,0.93
SAN ANDRES ISLA,1,909,677,0.55
SAN ANDRES ISLA,1,909,678,0.38
SAN ANDRES ISLA,1,909,679,0.95
SAN ANDRES ISLA,1,909,680,0.94
SAN ANDRES ISLA,1,909,681,0.92
SAN ANDRES ISLA,1,909,682,0.9
SAN ANDRES ISLA,1,909,683,0.81
SAN ANDRES ISLA,1,909,684,0.91
SAN ANDRES ISLA,1,909,685,0.95
SAN ANDRES ISLA,1,909,686,0.94
SAN ANDRES ISLA,1,909,687,0.85
SAN ANDRES ISLA,1,909,688,0.85
SAN ANDRES ISLA,1,909,689,0.85
SAN ANDRES ISLA,1,909,690,0.8
SANTANDER,1,33241,691,0.81
SANTANDER,1,33241,692,0.79
SANTANDER,1,33241,693,0.91
SANTANDER,1,33241,694,0.91
SANTANDER,1,33241,695,0.92
SANTANDER,1,33241,696,0.91
SANTANDER,1,33241,697,0.9
SANTANDER,1,33241,698,0.9
SANTANDER,1,33241,699,0.91
SANTANDER,1,33241,700,0.8
SANTANDER,1,33241,701,0.62
SANTANDER,1,33241,702,0.91
